,mean,sd,hpd_3%,hpd_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
"C[0,0]",0.07,0.008,0.055,0.085,0.0,0.0,25671.0,24617.0,26066.0,14345.0,1.0
"C[0,1]",0.064,0.008,0.049,0.079,0.0,0.0,25192.0,24179.0,25661.0,15413.0,1.0
"C[1,0]",0.035,0.005,0.026,0.043,0.0,0.0,25344.0,25065.0,25174.0,14143.0,1.0
"C[1,1]",0.034,0.004,0.026,0.043,0.0,0.0,25732.0,25732.0,25505.0,14522.0,1.0
"C[2,0]",0.051,0.006,0.039,0.062,0.0,0.0,25308.0,24740.0,25313.0,14091.0,1.0
"C[2,1]",0.061,0.01,0.044,0.08,0.0,0.0,20099.0,18925.0,20950.0,14429.0,1.0
"C[3,0]",0.049,0.006,0.038,0.061,0.0,0.0,24705.0,24078.0,24602.0,15238.0,1.0
"C[3,1]",0.044,0.005,0.034,0.054,0.0,0.0,22471.0,22343.0,22325.0,14478.0,1.0
"C[4,0]",0.044,0.005,0.034,0.054,0.0,0.0,26036.0,25218.0,26177.0,14174.0,1.0
"C[4,1]",0.029,0.006,0.018,0.04,0.0,0.0,24665.0,23543.0,24765.0,15339.0,1.0
"C[5,0]",0.018,0.003,0.012,0.024,0.0,0.0,28219.0,27833.0,27800.0,13610.0,1.0
"C[5,1]",0.021,0.004,0.014,0.027,0.0,0.0,24366.0,24366.0,23930.0,13598.0,1.0
"C[6,0]",0.022,0.003,0.015,0.028,0.0,0.0,26734.0,26541.0,26377.0,13204.0,1.0
"C[6,1]",0.041,0.006,0.031,0.052,0.0,0.0,23767.0,22872.0,23844.0,15040.0,1.0
"C[7,0]",0.046,0.006,0.035,0.056,0.0,0.0,26826.0,26178.0,26870.0,14694.0,1.0
"C[7,1]",0.028,0.005,0.019,0.036,0.0,0.0,27111.0,26325.0,27035.0,15790.0,1.0
"C[8,0]",0.013,0.003,0.008,0.018,0.0,0.0,25920.0,25920.0,25033.0,12031.0,1.0
"C[8,1]",0.018,0.003,0.012,0.024,0.0,0.0,23485.0,23485.0,22882.0,13203.0,1.0
"C[9,0]",0.057,0.007,0.044,0.069,0.0,0.0,22311.0,22037.0,22253.0,14100.0,1.0
"C[9,1]",0.065,0.01,0.046,0.083,0.0,0.0,22254.0,20634.0,23417.0,15530.0,1.0
"C[10,0]",0.064,0.008,0.049,0.079,0.0,0.0,25250.0,24409.0,25534.0,15035.0,1.0
"C[10,1]",0.068,0.008,0.053,0.083,0.0,0.0,23665.0,23107.0,23760.0,14544.0,1.0
"C[11,0]",0.045,0.005,0.035,0.056,0.0,0.0,27946.0,27012.0,27915.0,14379.0,1.0
"C[11,1]",0.065,0.008,0.05,0.08,0.0,0.0,24039.0,22947.0,24623.0,15076.0,1.0
"C[12,0]",0.069,0.008,0.053,0.083,0.0,0.0,25173.0,24232.0,25425.0,14685.0,1.0
"C[12,1]",0.062,0.01,0.044,0.08,0.0,0.0,21857.0,20870.0,22473.0,15720.0,1.0
"C[13,0]",0.031,0.004,0.023,0.039,0.0,0.0,29053.0,28570.0,28888.0,14321.0,1.0
"C[13,1]",0.02,0.003,0.014,0.026,0.0,0.0,26055.0,25910.0,25730.0,13621.0,1.0
"C[14,0]",0.106,0.013,0.081,0.131,0.0,0.0,24758.0,23320.0,25806.0,14038.0,1.0
"C[14,1]",0.164,0.033,0.105,0.229,0.0,0.0,11800.0,10233.0,11623.0,7009.0,1.0
"C[15,0]",0.011,0.003,0.006,0.016,0.0,0.0,21297.0,21297.0,20347.0,10587.0,1.0
"C[15,1]",0.007,0.002,0.003,0.011,0.0,0.0,21058.0,21058.0,19155.0,8212.0,1.0
"C[16,0]",0.014,0.003,0.008,0.019,0.0,0.0,26544.0,26544.0,25623.0,12045.0,1.0
"C[16,1]",0.02,0.003,0.013,0.026,0.0,0.0,26400.0,26400.0,25772.0,12717.0,1.0
"C[17,0]",0.009,0.003,0.005,0.014,0.0,0.0,16766.0,16766.0,15935.0,9505.0,1.0
"C[17,1]",0.009,0.002,0.004,0.014,0.0,0.0,21215.0,21215.0,20176.0,10784.0,1.0
"wp[0,0]",0.519,0.03,0.462,0.577,0.0,0.0,28242.0,28152.0,28236.0,14394.0,1.0
"wp[0,1]",0.613,0.029,0.558,0.667,0.0,0.0,27646.0,27604.0,27616.0,15217.0,1.0
"wp[1,0]",0.496,0.027,0.445,0.547,0.0,0.0,27839.0,27839.0,27871.0,14739.0,1.0
"wp[1,1]",0.547,0.027,0.497,0.597,0.0,0.0,25936.0,25725.0,25942.0,14678.0,1.0
"wp[2,0]",0.545,0.029,0.49,0.598,0.0,0.0,28178.0,28163.0,28181.0,15144.0,1.0
"wp[2,1]",0.768,0.026,0.719,0.816,0.0,0.0,19578.0,19454.0,19475.0,14433.0,1.0
"wp[3,0]",0.451,0.028,0.397,0.504,0.0,0.0,24775.0,24679.0,24739.0,14258.0,1.0
"wp[3,1]",0.561,0.028,0.507,0.611,0.0,0.0,25920.0,25784.0,25912.0,14776.0,1.0
"wp[4,0]",0.532,0.028,0.481,0.586,0.0,0.0,24723.0,24657.0,24707.0,15407.0,1.0
"wp[4,1]",0.84,0.02,0.803,0.876,0.0,0.0,25027.0,25020.0,24975.0,15760.0,1.0
"wp[5,0]",0.513,0.026,0.464,0.562,0.0,0.0,26060.0,25890.0,26086.0,13689.0,1.0
"wp[5,1]",0.668,0.025,0.62,0.714,0.0,0.0,24113.0,24111.0,24101.0,14059.0,1.0
"wp[6,0]",0.551,0.026,0.503,0.603,0.0,0.0,32028.0,31769.0,32001.0,14403.0,1.0
"wp[6,1]",0.632,0.027,0.58,0.683,0.0,0.0,24470.0,24308.0,24414.0,14220.0,1.0
"wp[7,0]",0.549,0.028,0.496,0.6,0.0,0.0,26620.0,26613.0,26638.0,15317.0,1.0
"wp[7,1]",0.728,0.024,0.683,0.771,0.0,0.0,27688.0,27608.0,27585.0,15819.0,1.0
"wp[8,0]",0.498,0.026,0.45,0.548,0.0,0.0,24641.0,24477.0,24632.0,14260.0,1.0
"wp[8,1]",0.612,0.025,0.564,0.659,0.0,0.0,26137.0,26072.0,26137.0,14980.0,1.0
"wp[9,0]",0.522,0.029,0.469,0.576,0.0,0.0,26150.0,26126.0,26170.0,14469.0,1.0
"wp[9,1]",0.754,0.027,0.704,0.804,0.0,0.0,21975.0,21759.0,21792.0,14959.0,1.0
"wp[10,0]",0.577,0.03,0.521,0.631,0.0,0.0,26369.0,26292.0,26365.0,16376.0,1.0
"wp[10,1]",0.432,0.03,0.377,0.489,0.0,0.0,24354.0,24286.0,24358.0,14683.0,1.0
"wp[11,0]",0.464,0.028,0.409,0.514,0.0,0.0,26370.0,26357.0,26330.0,14186.0,1.0
"wp[11,1]",0.612,0.029,0.557,0.667,0.0,0.0,23251.0,23101.0,23212.0,15776.0,1.0
"wp[12,0]",0.544,0.03,0.488,0.601,0.0,0.0,25156.0,25156.0,25159.0,15123.0,1.0
"wp[12,1]",0.769,0.026,0.721,0.817,0.0,0.0,21304.0,21243.0,21217.0,15817.0,1.0
"wp[13,0]",0.498,0.027,0.447,0.548,0.0,0.0,24897.0,24529.0,24932.0,13129.0,1.0
"wp[13,1]",0.603,0.026,0.555,0.652,0.0,0.0,27266.0,27225.0,27264.0,14708.0,1.0
"wp[14,0]",0.526,0.034,0.461,0.587,0.0,0.0,30529.0,30196.0,30531.0,13456.0,1.0
"wp[14,1]",0.852,0.026,0.804,0.9,0.0,0.0,15623.0,15405.0,14242.0,10977.0,1.0
"wp[15,0]",0.515,0.026,0.467,0.564,0.0,0.0,23303.0,23148.0,23315.0,13211.0,1.0
"wp[15,1]",0.555,0.026,0.506,0.601,0.0,0.0,27235.0,27021.0,27213.0,13660.0,1.0
"wp[16,0]",0.477,0.026,0.428,0.526,0.0,0.0,29432.0,29227.0,29420.0,14804.0,1.0
"wp[16,1]",0.599,0.026,0.549,0.646,0.0,0.0,28181.0,28149.0,28182.0,14651.0,1.0
"wp[17,0]",0.493,0.026,0.442,0.539,0.0,0.0,26563.0,26505.0,26571.0,14518.0,1.0
"wp[17,1]",0.564,0.026,0.517,0.613,0.0,0.0,28125.0,28064.0,28156.0,15062.0,1.0
theta[0],0.02,0.009,0.005,0.037,0.0,0.0,25057.0,19039.0,28071.0,14784.0,1.0
theta[1],0.038,0.014,0.014,0.064,0.0,0.0,26262.0,21044.0,28160.0,14649.0,1.0
theta[2],0.072,0.02,0.036,0.111,0.0,0.0,27330.0,23472.0,28285.0,14756.0,1.0
theta[3],0.139,0.028,0.088,0.191,0.0,0.0,28195.0,26048.0,28518.0,15144.0,1.0
theta[4],0.267,0.033,0.207,0.329,0.0,0.0,28847.0,28201.0,28899.0,14945.0,1.0
theta[5],0.519,0.03,0.462,0.577,0.0,0.0,28242.0,28152.0,28236.0,14394.0,1.0
theta[6],0.765,0.033,0.706,0.827,0.0,0.0,25857.0,25815.0,25817.0,14647.0,1.0
theta[7],0.884,0.027,0.834,0.932,0.0,0.0,25526.0,25526.0,25383.0,14994.0,1.0
theta[8],0.943,0.019,0.907,0.974,0.0,0.0,24909.0,24909.0,25268.0,14864.0,1.0
theta[9],0.971,0.012,0.949,0.991,0.0,0.0,24191.0,24191.0,25206.0,14861.0,1.0
theta[10],0.985,0.007,0.972,0.997,0.0,0.0,23287.0,23287.0,25173.0,14841.0,1.0
theta[11],0.055,0.017,0.026,0.089,0.0,0.0,28621.0,23050.0,30404.0,14751.0,1.0
theta[12],0.089,0.023,0.049,0.133,0.0,0.0,29490.0,25239.0,30561.0,14728.0,1.0
theta[13],0.143,0.028,0.092,0.197,0.0,0.0,30253.0,27539.0,30784.0,14572.0,1.0
theta[14],0.232,0.033,0.172,0.293,0.0,0.0,30901.0,29375.0,31079.0,14201.0,1.0
theta[15],0.376,0.033,0.316,0.438,0.0,0.0,31479.0,30987.0,31233.0,13997.0,1.0
theta[16],0.613,0.029,0.558,0.667,0.0,0.0,27646.0,27604.0,27616.0,15217.0,1.0
theta[17],0.82,0.03,0.764,0.876,0.0,0.0,24743.0,24743.0,24732.0,14286.0,1.0
theta[18],0.916,0.023,0.871,0.956,0.0,0.0,24312.0,24312.0,24529.0,14841.0,1.0
theta[19],0.96,0.015,0.93,0.985,0.0,0.0,23742.0,23742.0,24499.0,14795.0,1.0
theta[20],0.981,0.009,0.963,0.996,0.0,0.0,22934.0,22934.0,24502.0,14786.0,1.0
theta[21],0.991,0.006,0.98,0.999,0.0,0.0,21976.0,21976.0,24506.0,14717.0,1.0
theta[22],0.09,0.024,0.045,0.134,0.0,0.0,24425.0,21496.0,25469.0,14401.0,1.0
theta[23],0.126,0.028,0.073,0.177,0.0,0.0,24934.0,22745.0,25563.0,14318.0,1.0
theta[24],0.176,0.031,0.117,0.233,0.0,0.0,25421.0,24005.0,25721.0,14466.0,1.0
theta[25],0.248,0.032,0.187,0.308,0.0,0.0,25945.0,25239.0,26026.0,14151.0,1.0
theta[26],0.35,0.03,0.294,0.408,0.0,0.0,26706.0,26538.0,26679.0,14482.0,1.0
theta[27],0.496,0.027,0.445,0.547,0.0,0.0,27839.0,27839.0,27871.0,14739.0,1.0
theta[28],0.641,0.03,0.584,0.698,0.0,0.0,27531.0,27531.0,27564.0,15110.0,1.0
theta[29],0.744,0.032,0.681,0.803,0.0,0.0,26826.0,26826.0,26913.0,15116.0,1.0
theta[30],0.817,0.031,0.756,0.873,0.0,0.0,26346.0,26346.0,26629.0,14733.0,1.0
theta[31],0.869,0.028,0.816,0.921,0.0,0.0,25863.0,25863.0,26448.0,14294.0,1.0
theta[32],0.906,0.025,0.859,0.949,0.0,0.0,25343.0,25343.0,26333.0,14442.0,1.0
theta[33],0.119,0.028,0.068,0.172,0.0,0.0,25053.0,21791.0,26384.0,14800.0,1.0
theta[34],0.161,0.031,0.103,0.219,0.0,0.0,25566.0,23061.0,26398.0,14369.0,1.0
theta[35],0.218,0.034,0.153,0.279,0.0,0.0,25976.0,24316.0,26430.0,14780.0,1.0
theta[36],0.296,0.034,0.232,0.357,0.0,0.0,26288.0,25345.0,26474.0,14577.0,1.0
theta[37],0.402,0.031,0.345,0.46,0.0,0.0,26435.0,26030.0,26484.0,15505.0,1.0
theta[38],0.547,0.027,0.497,0.597,0.0,0.0,25936.0,25725.0,25942.0,14678.0,1.0
theta[39],0.688,0.029,0.635,0.745,0.0,0.0,26010.0,25916.0,25966.0,15423.0,1.0
theta[40],0.785,0.03,0.727,0.841,0.0,0.0,25717.0,25717.0,25787.0,15549.0,1.0
theta[41],0.851,0.028,0.797,0.903,0.0,0.0,25233.0,25233.0,25597.0,15472.0,1.0
theta[42],0.897,0.025,0.849,0.942,0.0,0.0,24706.0,24706.0,25480.0,15209.0,1.0
theta[43],0.928,0.021,0.889,0.965,0.0,0.0,24130.0,24130.0,25429.0,15053.0,1.0
theta[44],0.057,0.018,0.026,0.09,0.0,0.0,26110.0,20341.0,28991.0,14380.0,1.0
theta[45],0.088,0.022,0.049,0.131,0.0,0.0,27316.0,22533.0,29229.0,14381.0,1.0
theta[46],0.139,0.027,0.087,0.189,0.0,0.0,28483.0,24875.0,29490.0,14100.0,1.0
theta[47],0.218,0.031,0.161,0.277,0.0,0.0,29620.0,27461.0,29897.0,13388.0,1.0
theta[48],0.344,0.031,0.286,0.403,0.0,0.0,30430.0,29718.0,30445.0,13916.0,1.0
theta[49],0.545,0.029,0.49,0.598,0.0,0.0,28178.0,28163.0,28181.0,15144.0,1.0
theta[50],0.738,0.032,0.677,0.797,0.0,0.0,25035.0,25035.0,25091.0,13637.0,1.0
theta[51],0.848,0.029,0.791,0.901,0.0,0.0,24336.0,24336.0,24590.0,13712.0,1.0
theta[52],0.911,0.024,0.866,0.953,0.0,0.0,23791.0,23791.0,24452.0,13988.0,1.0
theta[53],0.948,0.018,0.915,0.979,0.0,0.0,23148.0,23148.0,24406.0,13905.0,1.0
theta[54],0.969,0.013,0.945,0.99,0.0,0.0,22399.0,22399.0,24382.0,14030.0,1.0
theta[55],0.193,0.036,0.128,0.261,0.0,0.0,27417.0,25397.0,27641.0,12595.0,1.0
theta[56],0.253,0.038,0.183,0.325,0.0,0.0,27549.0,26298.0,27585.0,12664.0,1.0
theta[57],0.334,0.039,0.262,0.408,0.0,0.0,27525.0,26923.0,27480.0,12957.0,1.0
theta[58],0.44,0.037,0.372,0.51,0.0,0.0,27109.0,26962.0,27093.0,13731.0,1.0
theta[59],0.581,0.031,0.522,0.637,0.0,0.0,25357.0,25357.0,25344.0,15347.0,1.0
theta[60],0.768,0.026,0.719,0.816,0.0,0.0,19578.0,19454.0,19475.0,14433.0,1.0
theta[61],0.907,0.024,0.863,0.95,0.0,0.0,19236.0,19181.0,18894.0,12747.0,1.0
theta[62],0.961,0.016,0.932,0.987,0.0,0.0,19594.0,19594.0,19182.0,13006.0,1.0
theta[63],0.984,0.009,0.967,0.998,0.0,0.0,19445.0,19445.0,19374.0,12962.0,1.0
theta[64],0.993,0.005,0.984,1.0,0.0,0.0,18954.0,18954.0,19496.0,13170.0,1.0
theta[65],0.997,0.003,0.992,1.0,0.0,0.0,18303.0,18303.0,19575.0,13215.0,1.0
theta[66],0.032,0.013,0.011,0.056,0.0,0.0,21605.0,18026.0,22754.0,14784.0,1.0
theta[67],0.054,0.018,0.023,0.087,0.0,0.0,22091.0,19339.0,22745.0,14805.0,1.0
theta[68],0.091,0.023,0.049,0.135,0.0,0.0,22455.0,20657.0,22745.0,14830.0,1.0
theta[69],0.155,0.028,0.1,0.206,0.0,0.0,22698.0,21804.0,22763.0,14382.0,1.0
theta[70],0.263,0.031,0.206,0.322,0.0,0.0,22987.0,22711.0,22982.0,13837.0,1.0
theta[71],0.451,0.028,0.397,0.504,0.0,0.0,24775.0,24679.0,24739.0,14258.0,1.0
theta[72],0.647,0.032,0.585,0.706,0.0,0.0,27500.0,27500.0,27512.0,14274.0,1.0
theta[73],0.772,0.032,0.712,0.833,0.0,0.0,27666.0,27666.0,27876.0,14512.0,1.0
theta[74],0.853,0.029,0.799,0.907,0.0,0.0,27230.0,27230.0,27835.0,14730.0,1.0
theta[75],0.904,0.024,0.86,0.949,0.0,0.0,26566.0,26566.0,27765.0,14550.0,1.0
theta[76],0.938,0.019,0.902,0.973,0.0,0.0,25753.0,25753.0,27697.0,14529.0,1.0
theta[77],0.084,0.023,0.042,0.126,0.0,0.0,23154.0,20204.0,24343.0,13859.0,1.0
theta[78],0.122,0.027,0.075,0.175,0.0,0.0,23739.0,21471.0,24497.0,14025.0,1.0
theta[79],0.178,0.031,0.121,0.237,0.0,0.0,24343.0,22794.0,24753.0,14284.0,1.0
theta[80],0.26,0.033,0.199,0.324,0.0,0.0,25033.0,24155.0,25191.0,14640.0,1.0
theta[81],0.381,0.032,0.325,0.443,0.0,0.0,25944.0,25575.0,25971.0,14075.0,1.0
theta[82],0.561,0.028,0.507,0.611,0.0,0.0,25920.0,25784.0,25912.0,14776.0,1.0
theta[83],0.731,0.03,0.675,0.786,0.0,0.0,23887.0,23858.0,23890.0,14555.0,1.0
theta[84],0.835,0.028,0.782,0.888,0.0,0.0,23026.0,23026.0,23126.0,14053.0,1.0
theta[85],0.898,0.024,0.854,0.943,0.0,0.0,22459.0,22459.0,22825.0,14143.0,1.0
theta[86],0.937,0.019,0.902,0.971,0.0,0.0,21918.0,21918.0,22669.0,14400.0,1.0
theta[87],0.961,0.014,0.934,0.986,0.0,0.0,21351.0,21351.0,22579.0,14527.0,1.0
theta[88],0.071,0.02,0.035,0.11,0.0,0.0,27300.0,23528.0,28230.0,15039.0,1.0
theta[89],0.106,0.025,0.06,0.152,0.0,0.0,27786.0,25081.0,28266.0,14779.0,1.0
theta[90],0.158,0.029,0.105,0.213,0.0,0.0,28118.0,26506.0,28302.0,14645.0,1.0
theta[91],0.236,0.032,0.177,0.295,0.0,0.0,28213.0,27534.0,28243.0,14975.0,1.0
theta[92],0.354,0.031,0.295,0.41,0.0,0.0,27746.0,27616.0,27758.0,14688.0,1.0
theta[93],0.532,0.028,0.481,0.586,0.0,0.0,24723.0,24657.0,24707.0,15407.0,1.0
theta[94],0.706,0.031,0.648,0.765,0.0,0.0,23788.0,23737.0,23758.0,13618.0,1.0
theta[95],0.814,0.031,0.757,0.871,0.0,0.0,24027.0,24027.0,24044.0,14098.0,1.0
theta[96],0.882,0.027,0.831,0.929,0.0,0.0,23920.0,23920.0,24071.0,14339.0,1.0
theta[97],0.925,0.022,0.885,0.964,0.0,0.0,23669.0,23669.0,24165.0,14338.0,1.0
theta[98],0.952,0.017,0.921,0.981,0.0,0.0,23255.0,23255.0,24238.0,14111.0,1.0
theta[99],0.532,0.049,0.44,0.625,0.0,0.0,28411.0,27694.0,28366.0,14281.0,1.0
theta[100],0.583,0.045,0.499,0.666,0.0,0.0,28547.0,28065.0,28434.0,13866.0,1.0
theta[101],0.638,0.039,0.567,0.712,0.0,0.0,28632.0,28356.0,28517.0,13805.0,1.0
theta[102],0.699,0.032,0.64,0.759,0.0,0.0,28563.0,28445.0,28459.0,13837.0,1.0
theta[103],0.766,0.024,0.722,0.813,0.0,0.0,27805.0,27805.0,27803.0,15009.0,1.0
theta[104],0.84,0.02,0.803,0.876,0.0,0.0,25027.0,25020.0,24975.0,15760.0,1.0
theta[105],0.901,0.019,0.864,0.936,0.0,0.0,24146.0,24146.0,24153.0,14413.0,1.0
theta[106],0.938,0.017,0.905,0.969,0.0,0.0,23907.0,23907.0,24298.0,14385.0,1.0
theta[107],0.961,0.015,0.933,0.986,0.0,0.0,23111.0,23111.0,24262.0,14478.0,1.0
theta[108],0.975,0.012,0.952,0.994,0.0,0.0,22411.0,22411.0,24255.0,14596.0,1.0
theta[109],0.984,0.009,0.967,0.998,0.0,0.0,21373.0,21373.0,24269.0,14543.0,1.0
theta[110],0.216,0.037,0.148,0.288,0.0,0.0,27152.0,24867.0,27832.0,14064.0,1.0
theta[111],0.256,0.037,0.189,0.328,0.0,0.0,27396.0,25783.0,27780.0,14077.0,1.0
theta[112],0.304,0.035,0.239,0.372,0.0,0.0,27501.0,26495.0,27667.0,14093.0,1.0
theta[113],0.362,0.032,0.301,0.424,0.0,0.0,27376.0,26842.0,27409.0,14105.0,1.0
theta[114],0.43,0.028,0.378,0.484,0.0,0.0,26855.0,26593.0,26870.0,14338.0,1.0
theta[115],0.513,0.026,0.464,0.562,0.0,0.0,26060.0,25890.0,26086.0,13689.0,1.0
theta[116],0.594,0.029,0.54,0.651,0.0,0.0,26062.0,25993.0,26085.0,14005.0,1.0
theta[117],0.662,0.033,0.601,0.727,0.0,0.0,26275.0,26275.0,26358.0,13894.0,1.0
theta[118],0.718,0.036,0.651,0.787,0.0,0.0,26318.0,26318.0,26545.0,14323.0,1.0
theta[119],0.765,0.038,0.693,0.833,0.0,0.0,26203.0,26203.0,26648.0,14546.0,1.0
theta[120],0.804,0.038,0.73,0.87,0.0,0.0,25971.0,25971.0,26719.0,14571.0,1.0
theta[121],0.34,0.046,0.253,0.424,0.0,0.0,26083.0,24784.0,26352.0,14251.0,1.0
theta[122],0.388,0.043,0.305,0.468,0.0,0.0,26374.0,25536.0,26475.0,14079.0,1.0
theta[123],0.444,0.04,0.368,0.516,0.0,0.0,26614.0,26187.0,26605.0,14309.0,1.0
theta[124],0.509,0.035,0.443,0.572,0.0,0.0,26686.0,26408.0,26644.0,13689.0,1.0
theta[125],0.583,0.029,0.53,0.638,0.0,0.0,26164.0,26088.0,26157.0,14313.0,1.0
theta[126],0.668,0.025,0.62,0.714,0.0,0.0,24113.0,24111.0,24101.0,14059.0,1.0
theta[127],0.747,0.027,0.697,0.797,0.0,0.0,22659.0,22659.0,22764.0,14283.0,1.0
theta[128],0.807,0.028,0.754,0.86,0.0,0.0,22277.0,22277.0,22529.0,14512.0,1.0
theta[129],0.853,0.028,0.797,0.903,0.0,0.0,22007.0,22007.0,22517.0,14060.0,1.0
theta[130],0.887,0.027,0.836,0.937,0.0,0.0,21674.0,21674.0,22565.0,14118.0,1.0
theta[131],0.913,0.025,0.866,0.957,0.0,0.0,21264.0,21264.0,22613.0,14357.0,1.0
theta[132],0.212,0.037,0.143,0.282,0.0,0.0,26871.0,24394.0,27638.0,14488.0,1.0
theta[133],0.256,0.037,0.187,0.327,0.0,0.0,27490.0,25662.0,27954.0,14714.0,1.0
theta[134],0.31,0.036,0.243,0.379,0.0,0.0,28227.0,27016.0,28463.0,14990.0,1.0
theta[135],0.375,0.033,0.312,0.437,0.0,0.0,29247.0,28562.0,29317.0,14316.0,1.0
theta[136],0.454,0.029,0.399,0.508,0.0,0.0,30654.0,30341.0,30641.0,14099.0,1.0
theta[137],0.551,0.026,0.503,0.603,0.0,0.0,32028.0,31769.0,32001.0,14403.0,1.0
theta[138],0.646,0.03,0.59,0.7,0.0,0.0,30537.0,30393.0,30503.0,13884.0,1.0
theta[139],0.72,0.033,0.658,0.78,0.0,0.0,29188.0,29188.0,29242.0,14204.0,1.0
theta[140],0.778,0.034,0.714,0.84,0.0,0.0,28285.0,28285.0,28537.0,14372.0,1.0
theta[141],0.824,0.034,0.761,0.886,0.0,0.0,27568.0,27568.0,28114.0,14539.0,1.0
theta[142],0.86,0.032,0.801,0.919,0.0,0.0,26916.0,26916.0,27849.0,14369.0,1.0
theta[143],0.142,0.031,0.085,0.199,0.0,0.0,27784.0,24647.0,28623.0,13003.0,1.0
theta[144],0.19,0.034,0.129,0.255,0.0,0.0,28292.0,26051.0,28777.0,12899.0,1.0
theta[145],0.256,0.036,0.191,0.324,0.0,0.0,28720.0,27359.0,28940.0,13210.0,1.0
theta[146],0.346,0.035,0.281,0.413,0.0,0.0,28959.0,28348.0,29036.0,13345.0,1.0
theta[147],0.467,0.031,0.411,0.527,0.0,0.0,28377.0,28223.0,28410.0,14012.0,1.0
theta[148],0.632,0.027,0.58,0.683,0.0,0.0,24470.0,24308.0,24414.0,14220.0,1.0
theta[149],0.781,0.029,0.724,0.834,0.0,0.0,22263.0,22064.0,22046.0,12828.0,1.0
theta[150],0.869,0.027,0.817,0.918,0.0,0.0,22224.0,22151.0,21888.0,12515.0,1.0
theta[151],0.921,0.022,0.879,0.961,0.0,0.0,22089.0,22089.0,21968.0,13108.0,1.0
theta[152],0.952,0.017,0.921,0.982,0.0,0.0,21729.0,21729.0,22036.0,13292.0,1.0
theta[153],0.971,0.013,0.948,0.992,0.0,0.0,21238.0,21238.0,22089.0,13367.0,1.0
theta[154],0.073,0.02,0.037,0.112,0.0,0.0,27037.0,22889.0,28644.0,14391.0,1.0
